,tile_names,xs,ys,incorrect_chip_paths
1623,m_3009139_ne_15_060_20190726.tif,16,10,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000267.jpg
1624,m_3009139_ne_15_060_20190726.tif,19,10,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000270.jpg
1625,m_3009139_ne_15_060_20190726.tif,19,10,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000270.jpg
1626,m_3009139_ne_15_060_20190726.tif,20,10,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000271.jpg
1627,m_3009139_ne_15_060_20190726.tif,20,10,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000271.jpg
1628,m_3009139_ne_15_060_20190726.tif,5,11,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000281.jpg
1629,m_3009139_ne_15_060_20190726.tif,5,11,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000281.jpg
1630,m_3009139_ne_15_060_20190726.tif,15,11,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000291.jpg
1631,m_3009139_ne_15_060_20190726.tif,15,11,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000291.jpg
1632,m_3009139_ne_15_060_20190726.tif,18,11,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000294.jpg
1633,m_3009139_ne_15_060_20190726.tif,18,11,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000294.jpg
1634,m_3009139_ne_15_060_20190726.tif,19,11,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000295.jpg
1635,m_3009139_ne_15_060_20190726.tif,19,11,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000295.jpg
1636,m_3009139_ne_15_060_20190726.tif,20,11,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000296.jpg
1637,m_3009139_ne_15_060_20190726.tif,20,11,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000296.jpg
1638,m_3009139_ne_15_060_20190726.tif,3,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000304.jpg
1639,m_3009139_ne_15_060_20190726.tif,3,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000304.jpg
1640,m_3009139_ne_15_060_20190726.tif,4,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000305.jpg
1641,m_3009139_ne_15_060_20190726.tif,4,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000305.jpg
1642,m_3009139_ne_15_060_20190726.tif,5,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000306.jpg
1643,m_3009139_ne_15_060_20190726.tif,5,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000306.jpg
1644,m_3009139_ne_15_060_20190726.tif,12,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000313.jpg
1645,m_3009139_ne_15_060_20190726.tif,12,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000313.jpg
1646,m_3009139_ne_15_060_20190726.tif,13,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000314.jpg
1647,m_3009139_ne_15_060_20190726.tif,13,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000314.jpg
1648,m_3009139_ne_15_060_20190726.tif,14,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000315.jpg
1649,m_3009139_ne_15_060_20190726.tif,14,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000315.jpg
1650,m_3009139_ne_15_060_20190726.tif,19,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000320.jpg
1651,m_3009139_ne_15_060_20190726.tif,19,12,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000320.jpg
1652,m_3009139_ne_15_060_20190726.tif,4,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000330.jpg
1653,m_3009139_ne_15_060_20190726.tif,4,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000330.jpg
1654,m_3009139_ne_15_060_20190726.tif,5,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000331.jpg
1655,m_3009139_ne_15_060_20190726.tif,5,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000331.jpg
1656,m_3009139_ne_15_060_20190726.tif,11,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000337.jpg
1657,m_3009139_ne_15_060_20190726.tif,11,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000337.jpg
1658,m_3009139_ne_15_060_20190726.tif,12,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000338.jpg
1659,m_3009139_ne_15_060_20190726.tif,12,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000338.jpg
1660,m_3009139_ne_15_060_20190726.tif,13,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000339.jpg
1661,m_3009139_ne_15_060_20190726.tif,13,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000339.jpg
1662,m_3009139_ne_15_060_20190726.tif,14,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000340.jpg
1663,m_3009139_ne_15_060_20190726.tif,14,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000340.jpg
1664,m_3009139_ne_15_060_20190726.tif,15,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000341.jpg
1665,m_3009139_ne_15_060_20190726.tif,15,13,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000341.jpg
1666,m_3009139_ne_15_060_20190726.tif,3,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000354.jpg
1667,m_3009139_ne_15_060_20190726.tif,3,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000354.jpg
1668,m_3009139_ne_15_060_20190726.tif,4,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000355.jpg
1669,m_3009139_ne_15_060_20190726.tif,4,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000355.jpg
1670,m_3009139_ne_15_060_20190726.tif,10,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000361.jpg
1671,m_3009139_ne_15_060_20190726.tif,10,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000361.jpg
1672,m_3009139_ne_15_060_20190726.tif,11,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000362.jpg
1673,m_3009139_ne_15_060_20190726.tif,11,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000362.jpg
1674,m_3009139_ne_15_060_20190726.tif,12,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000363.jpg
1675,m_3009139_ne_15_060_20190726.tif,12,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000363.jpg
1676,m_3009139_ne_15_060_20190726.tif,13,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000364.jpg
1677,m_3009139_ne_15_060_20190726.tif,13,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000364.jpg
1678,m_3009139_ne_15_060_20190726.tif,14,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000365.jpg
1679,m_3009139_ne_15_060_20190726.tif,14,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000365.jpg
1680,m_3009139_ne_15_060_20190726.tif,17,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000368.jpg
1681,m_3009139_ne_15_060_20190726.tif,17,14,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000368.jpg
1682,m_3009139_ne_15_060_20190726.tif,1,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000377.jpg
1683,m_3009139_ne_15_060_20190726.tif,1,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000377.jpg
1684,m_3009139_ne_15_060_20190726.tif,2,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000378.jpg
1685,m_3009139_ne_15_060_20190726.tif,2,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000378.jpg
1686,m_3009139_ne_15_060_20190726.tif,3,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000379.jpg
1687,m_3009139_ne_15_060_20190726.tif,3,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000379.jpg
1688,m_3009139_ne_15_060_20190726.tif,9,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000385.jpg
1689,m_3009139_ne_15_060_20190726.tif,9,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000385.jpg
1690,m_3009139_ne_15_060_20190726.tif,10,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000386.jpg
1691,m_3009139_ne_15_060_20190726.tif,10,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000386.jpg
1692,m_3009139_ne_15_060_20190726.tif,11,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000387.jpg
1693,m_3009139_ne_15_060_20190726.tif,11,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000387.jpg
1694,m_3009139_ne_15_060_20190726.tif,12,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000388.jpg
1695,m_3009139_ne_15_060_20190726.tif,12,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000388.jpg
1696,m_3009139_ne_15_060_20190726.tif,13,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000389.jpg
1697,m_3009139_ne_15_060_20190726.tif,13,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000389.jpg
1698,m_3009139_ne_15_060_20190726.tif,14,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000390.jpg
1699,m_3009139_ne_15_060_20190726.tif,14,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000390.jpg
1700,m_3009139_ne_15_060_20190726.tif,15,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000391.jpg
1701,m_3009139_ne_15_060_20190726.tif,15,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000391.jpg
1702,m_3009139_ne_15_060_20190726.tif,16,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000392.jpg
1703,m_3009139_ne_15_060_20190726.tif,16,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000392.jpg
1704,m_3009139_ne_15_060_20190726.tif,17,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000393.jpg
1705,m_3009139_ne_15_060_20190726.tif,17,15,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000393.jpg
1706,m_3009139_ne_15_060_20190726.tif,1,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000402.jpg
1707,m_3009139_ne_15_060_20190726.tif,1,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000402.jpg
1708,m_3009139_ne_15_060_20190726.tif,8,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000409.jpg
1709,m_3009139_ne_15_060_20190726.tif,8,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000409.jpg
1710,m_3009139_ne_15_060_20190726.tif,9,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000410.jpg
1711,m_3009139_ne_15_060_20190726.tif,9,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000410.jpg
1712,m_3009139_ne_15_060_20190726.tif,10,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000411.jpg
1713,m_3009139_ne_15_060_20190726.tif,10,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000411.jpg
1714,m_3009139_ne_15_060_20190726.tif,11,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000412.jpg
1715,m_3009139_ne_15_060_20190726.tif,11,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000412.jpg
1716,m_3009139_ne_15_060_20190726.tif,12,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000413.jpg
1717,m_3009139_ne_15_060_20190726.tif,12,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000413.jpg
1718,m_3009139_ne_15_060_20190726.tif,13,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000414.jpg
1719,m_3009139_ne_15_060_20190726.tif,13,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000414.jpg
1720,m_3009139_ne_15_060_20190726.tif,14,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000415.jpg
1721,m_3009139_ne_15_060_20190726.tif,14,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000415.jpg
1722,m_3009139_ne_15_060_20190726.tif,15,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000416.jpg
1723,m_3009139_ne_15_060_20190726.tif,15,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000416.jpg
1724,m_3009139_ne_15_060_20190726.tif,16,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000417.jpg
1725,m_3009139_ne_15_060_20190726.tif,16,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000417.jpg
1726,m_3009139_ne_15_060_20190726.tif,20,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000421.jpg
1727,m_3009139_ne_15_060_20190726.tif,20,16,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000421.jpg
1728,m_3009139_ne_15_060_20190726.tif,0,17,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000426.jpg
1729,m_3009139_ne_15_060_20190726.tif,0,17,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000426.jpg
1730,m_3009139_ne_15_060_20190726.tif,1,17,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//unverified_images\student_reviewed_unverified_images_set1/Qianyu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000427.jpg
1731,m_3009139_ne_15_060_20190726.tif,1,17,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//verified/verified_sets/verify_1_josh_jaewon_amadu/chips_positive\la_60cm_2019_30091_m_3009139_ne_15_060_20190726_000427.jpg
